更新时间,#genre#
20250207 02:12,url


RespoTime,whitelist,#genre#
417.42ms,CCTV3,http://218.3.138.25:1111/tsfile/live/1002_1.m3u8
417.42ms,[HD]one tv lbn,https://stream1.freetv.fun/one-tv-lbn-511.m3u8
417.42ms,广西|中华特产付费,http://219.159.194.194:8181/tsfile/live/1113_1.m3u8?key=txiptv&playlive=1&authid=0
417.45ms,CCTV老故事,https://www.freetv.top/migu/884121956.m3u8?migutoken=550b8ac2d06ef43bd80e29582185fe693959996048d7b572ce1659fe9376b6101cf9002c0034445668d6e11645eab13a11978ca20adae4f4248041add5d27f4d8e71fd2a4e44fd398c8fb3614b
417.45ms,[HD]one tv lbn,https://stream1.freetv.fun/one-tv-lbn-454.m3u8
417.45ms,西藏卫视,https://stream1.freetv.fun/31c5a6eb142e1f3abdf4ced6f51012753676db47e3e7f296671ea0983f9cbbbf.m3u8
417.45ms,[HD]ntv,https://stream1.freetv.fun/ntv-10.m3u8
417.45ms,[SD]cctv14,https://stream1.freetv.fun/cctv14-40.m3u8
417.46ms,[HD]one tv lbn,https://stream1.freetv.fun/one-tv-lbn-485.m3u8
417.46ms,捕食奇谋(下),http://newcntv.qcloudcdn.com/asp/hls/1200/0303000a/3/default/05ba8dcc7a224442a58f6d6f86885d25/1200.m3u8
417.47ms,[BD]소상공인방송,https://stream1.freetv.fun/sosanggonginbangsong-1.m3u8
417.49ms,[BD]黑龙江卫视,https://stream1.freetv.fun/hei-long-jiang-wei-shi-95.m3u8
417.49ms,[HD]one tv lbn,https://stream1.freetv.fun/one-tv-lbn-649.m3u8
417.50ms,广东体育,http://219.159.194.213:8181/tsfile/live/1001_1.m3u8
417.50ms,CCTV11,http://125.82.171.210:8888/rtp/235.254.198.7:1304
417.51ms,[BD]cctv8,https://stream1.freetv.fun/cctv8-29.m3u8
417.55ms,林正英,https://stream1.freetv.fun/lin-zheng-ying-8.ctv
417.56ms,湖南卫视,https://stream1.freetv.fun/a1bdb73d7739fce77368508dc82aff2bf83a73441468e548a9004f0763f6cb35.m3u8
417.56ms,Al-Iraqiya,https://cdn.catiacast.video/abr/8d2ffb0aba244e8d9101a9488a7daa05/playlist.m3u8
417.57ms,重庆|魅力时尚,http://125.82.168.238:8888/rtp/235.254.198.115:1736
417.62ms,上海卫视w,http://219.159.194.194:8181/tsfile/live/1086_1.m3u8?key=txiptv&playlive=1&authid=0
417.63ms,Gilroy CMAP TV Channel 20 (720p),https://livestream.telvue.com/cmap5/f7b44cfafd5c52223d5498196c8a2e7b.sdp/playlist.m3u8
417.63ms,[BD]discovery asia,https://stream1.freetv.fun/discovery-asia-4.m3u8
417.63ms,[BD]cctv2,https://stream1.freetv.fun/cctv2-56.m3u8
417.64ms,[BD]江西卫视,https://stream1.freetv.fun/jiang-xi-wei-shi-84.m3u8
417.64ms,[BD]настоящее время,https://stream1.freetv.fun/nastoiashchee-vremia-1.m3u8
417.64ms,[BD]东方卫视,https://stream1.freetv.fun/dong-fang-wei-shi-24.m3u8
417.64ms,[HD]fresh cinema,https://stream1.freetv.fun/fresh-cinema-1.m3u8
417.65ms,[HD]halk tv,https://stream1.freetv.fun/halk-tv-5.m3u8
417.66ms,[BD]dltv 9,https://stream1.freetv.fun/dltv-9-1.m3u8
417.67ms,苏州文化生活,https://stream1.freetv.fun/su-zhou-wen-hua-sheng-huo-2.m3u8
417.68ms,[HD]one tv lbn,https://stream1.freetv.fun/one-tv-lbn-243.m3u8
417.68ms,[BD]rt arabic,https://stream1.freetv.fun/rt-arabic-3.m3u8
417.69ms,[BD]galaxy premium,https://stream1.freetv.fun/galaxy-premium-3.m3u8
417.72ms,[SD]贵州卫视,https://stream1.freetv.fun/gui-zhou-wei-shi-36.m3u8
417.72ms,[HD]mtv lbn,https://stream1.freetv.fun/mtv-lbn-531.m3u8
417.72ms,辽宁卫视,http://223.145.224.76:8000/udp/239.76.245.197:1234
417.72ms,重庆|少儿动画,http://125.82.171.210:8888/rtp/235.254.198.116:1740
417.73ms,重庆卫视,http://171.124.181.152:8899/tsfile/live/0142_1.m3u8?key=txiptv&playlive=1&authid=0
417.73ms,[BD]广东卫视,https://stream1.freetv.fun/yan-dong-wei-shi-6.m3u8
417.73ms,[SD]kerman,https://stream1.freetv.fun/kerman-2.m3u8
417.74ms,[HD]mtv lbn,https://stream1.freetv.fun/mtv-lbn-255.m3u8
417.75ms,[BD]江苏卫视,https://stream1.freetv.fun/jiang-su-wei-shi-4.m3u8
417.76ms,[BD]甘肃卫视,https://stream1.freetv.fun/gan-su-wei-shi-30.m3u8
417.77ms,凤凰中文,https://stream1.freetv.fun/feng-huang-zhong-wen-8.m3u8
417.78ms,江西卫视,http://202.100.46.58:9901/tsfile/live/1033_1.m3u8
417.78ms,[BD]江西卫视,https://stream1.freetv.fun/jiang-xi-wei-shi-99.m3u8
417.79ms,CCTV6,http://123.52.15.235:9901/tsfile/live/0006_1.m3u8?key=txiptv&playlive=1&authid=0
417.79ms,[HD]trt 1,https://stream1.freetv.fun/trt-1-8.m3u8
417.79ms,湖北生活,https://stream1.freetv.fun/hu-bei-sheng-huo-5.m3u8
417.79ms,[BD]延边卫视,https://stream1.freetv.fun/yan-bian-wei-shi-39.m3u8
417.79ms,[HD]wcgtv public,https://stream1.freetv.fun/wcgtv-public-1.m3u8
417.80ms,CCTV11,https://stream1.freetv.fun/b295e709dd85615bdf34e8da41eb11931d04f54e06fe15c04652d69725f20095.m3u8
417.80ms,广州综合,https://stream1.freetv.fun/yan-zhou-zong-he-26.ctv
417.80ms,[SD]cctv11高清,https://stream1.freetv.fun/cctv11gao-qing-3.m3u8
417.81ms,[HD]one tv lbn,https://stream1.freetv.fun/one-tv-lbn-523.m3u8
417.81ms,[HD]polsat sport,https://stream1.freetv.fun/polsat-sport-2.m3u8
417.83ms,CCTV12,http://219.159.194.194:8181/tsfile/live/faacts/1132_1.m3u8?key=txiptv&playlive=1&authid=0
417.83ms,动漫秀场,https://stream1.freetv.fun/dong-man-xiu-chang-14.ctv
417.83ms,[HD]canal 6,https://stream1.freetv.fun/canal-6-3.m3u8
417.83ms,[BD]东南卫视,https://stream1.freetv.fun/dong-nan-wei-shi-1.m3u8
417.86ms,IB3 Global Ⓨ,https://www.youtube.com/c/ib3/live
417.87ms,CCTV5,http://113.251.89.199:5555/rtp/235.254.198.142:1846
417.88ms,四川卫视,http://171.8.168.116:8800/rtp/239.16.10.20:2000
417.88ms,东南卫视,http://183.186.89.111:8899/tsfile/live/0137_1.m3u8?key=txiptv&playlive=1&authid=0
417.88ms,[BD]重庆卫视,https://stream1.freetv.fun/zhong-qing-wei-shi-16.m3u8
417.90ms,杨红梅嗓音太棒了,http://gcw.bdcdn.shoujiduoduo.com/v/200320/4f229afb544e1b90383d1ee58069a816.mp4
417.91ms,[SD]atv,https://stream1.freetv.fun/atv-10.m3u8
417.91ms,广西卫视,https://stream1.freetv.fun/ee0855af106167ca7f5526dcd4aeb48d16f1b1ca4792e0e2be1d3f7109e096dd.m3u8
417.92ms,广西|广东嘉佳卡通,http://219.159.194.213:8181/tsfile/live/1004_1.m3u8?key=txiptv&playlive=1&authid=0
417.94ms,[HD]red bull tv hd,https://stream1.freetv.fun/red-bull-tv-8.m3u8
417.94ms,CCTV14,https://stream1.freetv.fun/bc531e821958f0ef54aa8db7c21b4d6ff4f24b302caa6659b0900e901e29bda2.m3u8
417.95ms,CCTV17,http://218.24.193.146:808/rtp/232.0.0.230:1234
417.96ms,[BD]cctv5,https://stream1.freetv.fun/cctv5-31.m3u8
417.97ms,[BD]北京卫视,https://stream1.freetv.fun/bei-jing-wei-shi-5.m3u8
417.98ms,[SD]宁夏卫视,https://stream1.freetv.fun/zhu-xia-wei-shi-55.m3u8
417.99ms,青海卫视,http://124.128.73.58:9901/tsfile/live/0140_1.m3u8?key=txiptv&playlive=1&authid=0
417.99ms,广东卫视,https://stream1.freetv.fun/254cd336bd5b0df6d92107dc982893be1b2e931a8e1c144ee600993d9de7c3cd.m3u8
418.00ms,俄国RTG,http://ott.watch/stream/E9LDH2ZCN7/164.m3u8
418.00ms,黑龙江少儿,https://stream1.freetv.fun/ipv6-hei-long-jiang-shao-er-5.m3u8
418.01ms,[SD]哈哈炫动,https://stream1.freetv.fun/ha-ha-xuan-dong-29.m3u8
418.01ms,[HD]canela kids,https://stream1.freetv.fun/canela-kids-1.m3u8
418.02ms,[BD]dieu tv,https://stream1.freetv.fun/dieu-tv-1.m3u8
418.02ms,CCTV15,https://stream1.freetv.fun/648b7be65cb664f74ece6bf06fd0da367985b0f334507540fdbc65728052feee.m3u8
418.03ms,广州法治,https://stream1.freetv.fun/yan-zhou-fa-zhi-2.m3u8
418.03ms,甘肃卫视,http://221.2.148.205:8154/tsfile/live/0141_1.m3u8?key=txiptv&playlive=1&authid=0
418.04ms,甘肃卫视,http://223.145.224.76:8000/udp/239.76.253.94:9000
418.06ms,[BD]cctv14,https://stream1.freetv.fun/cctv14-32.m3u8
418.07ms,[SD]スターチャンネル3,https://stream1.freetv.fun/sutachiyanneru3-1.m3u8
418.08ms,重庆|长寿本地3,http://113.251.89.199:5555/rtp/235.254.196.224:1286
418.09ms,[HD]amc,https://stream1.freetv.fun/amc-5.m3u8
418.09ms,甘肃卫视,https://stream1.freetv.fun/c87ccda9c45e13cb2984d4416308e6ccfd2e0793c6ef4b33f56d2761e077549d.m3u8
418.10ms,[BD]nicktoons,https://stream1.freetv.fun/nicktoons-5.m3u8
418.11ms,三明综合,https://stream1.freetv.fun/san-ming-zong-he-1.m3u8
418.11ms,甘肃卫视,https://stream1.freetv.fun/bc85e128433e82a8d2b5d1d64af3f70aab6416637d3c2ccb436199ce8f7fd7a6.m3u8
418.14ms,CCTV5_电信,http://219.159.194.147:8181/tsfile/live/0005_1.m3u8
418.14ms,开封新闻综合,https://stream1.freetv.fun/kai-feng-xin-wen-zong-he-2.m3u8
418.14ms,[SD]内蒙古卫视,https://stream1.freetv.fun/nei-meng-gu-wei-shi-3.m3u8
418.15ms,重庆卫视,https://stream1.freetv.fun/6b1a26475db46a339ef3275d2919c0598cf23fe3b089042766d48d6adeb71982.m3u8
418.15ms,林正英,https://stream1.freetv.fun/lin-zheng-ying-2.ctv
418.15ms,[BD]cctv14,https://stream1.freetv.fun/cctv14-13.m3u8
418.15ms,福建电视剧,https://stream1.freetv.fun/fu-jian-dian-shi-ju-3.m3u8
418.15ms,[HD]mtv lbn,https://stream1.freetv.fun/mtv-lbn-298.m3u8
418.16ms,凤凰卫视,https://stream1.freetv.fun/feng-huang-wei-shi-11.ctv
418.16ms,[HD]mtv lbn,https://stream1.freetv.fun/mtv-lbn-128.m3u8
418.16ms,[BD]印尼tvrinasionalindonesia,https://stream1.freetv.fun/yin-ni-tvrinasionalindonesia-1.m3u8
418.17ms,山东体育,https://stream1.freetv.fun/shan-dong-ti-yu-1.m3u8
418.17ms,[VGA]ntv mir,https://stream1.freetv.fun/ntv-mir-4.m3u8
418.18ms,天公不作美黄静美,https://vd2.bdstatic.com/mda-mcibj6pxkwe3x1ji/1080p/cae_h264/1616117049/mda-mcibj6pxkwe3x1ji.mp4
418.19ms,[SD]西藏卫视,https://stream1.freetv.fun/xi-cang-wei-shi-24.m3u8
418.20ms,[HD]mtv lbn,https://stream1.freetv.fun/mtv-lbn-633.m3u8
418.20ms,[HD]mtv lbn,https://stream1.freetv.fun/mtv-lbn-74.m3u8
418.22ms,[HD]one tv lbn,https://stream1.freetv.fun/one-tv-lbn-109.m3u8
418.23ms,CCTV1,http://220.170.241.204:9901/tsfile/live/0001_1.m3u8?key=txiptv&playlive=1&authid=0
418.23ms,[HD]Disney Channel,https://stream1.freetv.fun/disney-channel-30.m3u8
418.23ms,河北卫视,https://stream1.freetv.fun/0574bdf277ffa5a524e91a1658ce4282b0b530267fdf8ee4db7620df82cfa126.m3u8
418.24ms,CHC动作电影,https://stream1.freetv.fun/chc-dong-zuo-dian-ying-1.ctv
418.24ms,湖南经视,https://stream1.freetv.fun/hu-nan-jing-shi-14.m3u8
418.25ms,CCTV10,https://stream1.freetv.fun/fc4ec3776e35fb26e916aaaf8b4dddcb61d40160981a5a95143383f610d272df.m3u8
418.25ms,新疆卫视,https://epg.pw/stream/ff50600dd45b1b1656f2f7535c04f361a6e8c33606e19dbc9b0316bd173f9408.m3u8
418.25ms,WCCA 194 Worcester MA (WCCA-TV) (480p),https://worcester.vod.castus.tv/live/ch1.m3u8
418.26ms,上海都市,https://stream1.freetv.fun/ipv6-shang-hai-du-shi-7.m3u8
418.27ms,海南卫视,https://stream1.freetv.fun/e09cee26d4d52780ea1f93a2a2cd7241c312af4da9ba0cdb69e65e7c74d16355.m3u8
418.28ms,浙江生活,https://stream1.freetv.fun/zhe-jiang-jing-ji-sheng-huo-8.ctv
418.29ms,[BD]河北卫视,https://stream1.freetv.fun/he-bei-wei-shi-43.m3u8
418.29ms,佛山公共,https://stream1.freetv.fun/fo-shan-gong-gong-8.ctv
418.30ms,CCTV5,http://116.9.204.242:9901/tsfile/live/0005_1.m3u8?key=txiptv&playlive=1&authid=0
418.30ms,CCTV5+,http://223.145.224.76:8000/udp/239.76.253.168:9000
418.30ms,[HD]true history channel,https://stream1.freetv.fun/true-history-channel-1.m3u8
418.30ms,[BD]parliament tv,https://stream1.freetv.fun/parliament-tv-1.m3u8
418.31ms,江苏城市,http://58.221.214.82:9901/tsfile/live/0004_2.m3u8
418.32ms,[HD]one tv lbn,https://stream1.freetv.fun/one-tv-lbn-577.m3u8
418.33ms,NBCLX,https://nbculocallive.akamaized.net/hls/live/2037096/lx/use1.m3u8
418.33ms,[HD]mtv lbn,https://stream1.freetv.fun/mtv-lbn-157.m3u8
418.35ms,CCTV8,http://218.3.138.25:1111/tsfile/live/1007_1.m3u8?key=txiptv&playlive=1&authid=0
418.36ms,金鹰卡通,http://221.0.78.198:1681/hls/10265/index.m3u8
418.36ms,河南民生,https://stream1.freetv.fun/he-nan-min-sheng-7.m3u8
418.36ms,[HD]axn,https://stream1.freetv.fun/axn-6.m3u8
418.37ms,半岛电视,https://stream1.freetv.fun/ban-dao-dian-shi-2.m3u8
418.37ms,[SD]voxx,https://stream1.freetv.fun/voxx-1.m3u8
418.38ms,[BD]cctv8k,https://stream1.freetv.fun/cctv8k-3.m3u8
418.40ms,湖南卫视,http://219.159.194.213:8181/tsfile/live/1073_1.m3u8?key=txiptv&playlive=1&authid=0
418.40ms,[BD]world fashion channel,https://stream1.freetv.fun/world-fashion-channel-2.m3u8
418.40ms,[VGA]5 plus,https://stream1.freetv.fun/5-plus-3.m3u8
418.40ms,山东少儿,https://stream1.freetv.fun/shan-dong-shao-er-5.m3u8
418.41ms,CCTV14,https://stream1.freetv.fun/42eff2ece8961ea3482558a01253af9c8362e8f498f71e244233be7bdd11fd65.m3u8
418.42ms,[SD]武汉教育,https://stream1.freetv.fun/wu-yi-jiao-yu-3.m3u8
418.45ms,湖南|娄底公共,http://223.145.224.76:8000/udp/239.76.248.19:1234
418.45ms,[VGA]cnn indonesia,https://stream1.freetv.fun/cnn-indonesia-10.m3u8
418.45ms,[HD]sport klub 5 hd,https://stream1.freetv.fun/sport-klub-5-1.m3u8
418.46ms,[HD]cctv2,https://stream1.freetv.fun/cctv2-50.m3u8
418.46ms,CCTV10,https://stream1.freetv.fun/9ff529699f3b6a0d5a7f0aae87d4944817ba39cc804d10262699252a5a624bf2.m3u8
418.46ms,|兵器科技,http://180.213.174.225:9901/tsfile/live/1052_1.m3u8?key=txiptv&playlive=1&authid=0
418.47ms,湖南|张家界综合,http://223.145.224.76:8000/udp/239.76.252.234:9000
418.47ms,山东体育,http://221.0.78.198:1681/hls/10224/index.m3u8
418.48ms,『도아』,https://live.iill.top/soop/lyl9095
418.50ms,[SD]kanali 7,https://stream1.freetv.fun/kanali-7-1.m3u8
418.51ms,[HD]mtv lbn,https://stream1.freetv.fun/mtv-lbn-34.m3u8
418.51ms,[BD]swr 3 visual radio,https://stream1.freetv.fun/swr-3-visual-radio-2.m3u8
418.51ms,湖南|游戏风云,http://223.145.224.76:8000/udp/239.76.253.132:9000
418.52ms,[BD]浙江卫视高清,https://stream1.freetv.fun/zhe-jiang-wei-shi-gao-qing-5.m3u8
418.52ms,天津卫视,https://stream1.freetv.fun/f54dfeacf9ae29553ceac2597a814cef9b766b981be406945c46cc1fc89ca813.m3u8
418.52ms,[HD]one tv lbn,https://stream1.freetv.fun/one-tv-lbn-647.m3u8
418.52ms,CGTN英语,http://223.145.224.76:8000/udp/239.76.252.66:9000
418.53ms,[SD]阿里郎电视,https://stream1.freetv.fun/a-li-lang-dian-shi-2.m3u8
418.53ms,台视新闻,https://stream1.freetv.fun/c1e80466d09b16dbba231914e7d90e38b5ad564c5c34497819f0b65b3c0c8ea2.m3u8
418.53ms,[BD]河南卫视,https://stream1.freetv.fun/he-nan-wei-shi-83.m3u8
418.53ms,广东卫视,https://stream1.freetv.fun/a72812e93490410583b988eedf11fcc8c425c0e15bc8f2aab64626f4b6a3ff25.m3u8
418.55ms,万州影视,http://123.146.162.24:8013/tslslive/vWlnEzU/hls/live_sd.m3u8
418.55ms,[HD]mtv lbn,https://stream1.freetv.fun/mtv-lbn-382.m3u8
418.57ms,[SD]江西卫视,https://stream1.freetv.fun/jiang-xi-wei-shi-92.m3u8
418.58ms,[SD]枣庄教育频道,https://stream1.freetv.fun/zao-zhuang-jiao-yu-2.m3u8
418.61ms,[BD]newsmax,https://stream1.freetv.fun/newsmax-3.m3u8
418.61ms,[HD]one tv lbn,https://stream1.freetv.fun/one-tv-lbn-10.m3u8
418.61ms,[HD]mtv3,https://stream1.freetv.fun/mtv3-1.m3u8
418.62ms,[BD]安徽卫视,https://stream1.freetv.fun/an-hui-wei-shi-69.m3u8
418.63ms,[BD]white channel,https://stream1.freetv.fun/white-channel-2.m3u8
418.63ms,[HD]mtv lbn,https://stream1.freetv.fun/mtv-lbn-176.m3u8
418.65ms,[BD]thaipbs3,https://stream1.freetv.fun/thaipbs3-1.m3u8
418.66ms,[HD]mtv lbn,https://stream1.freetv.fun/mtv-lbn-295.m3u8
418.66ms,CCTV8,http://218.89.240.144:59901/tsfile/live/0008_1.m3u8?key=txiptv&playlive=1&authid=0
418.67ms,[VGA]河南卫视,https://stream1.freetv.fun/he-nan-wei-shi-85.m3u8
418.67ms,互扇巴掌大赛「其他」,https://live.iill.top/huya/20072873
418.67ms,贵州卫视,https://stream1.freetv.fun/cc355cff5e64e929be202850ad548614c634aadb032518cdf95aa7ac68dc1a8d.m3u8
418.68ms,[BD]armenia tv hd,https://stream1.freetv.fun/armenia-tv-1.m3u8
418.68ms,云南卫视,https://stream1.freetv.fun/5003afc49a44aee65f13f74898ede1f5dc05a13b144dbf3f14737382f0b15ea5.m3u8
418.69ms,辽宁卫视,https://stream1.freetv.fun/642285f82d3268d64d83fc3b81deb897a2b2547d4a7a5695fa54dfcbec21f86b.m3u8
418.69ms,[BD]cctv5,https://stream1.freetv.fun/cctv5-89.m3u8
418.70ms,[SD]cctv2,https://stream1.freetv.fun/cctv2-76.m3u8
418.70ms,[BD]天津卫视,https://stream1.freetv.fun/tian-jin-wei-shi-77.m3u8
418.72ms,[VGA]тв центр ⓢ,https://stream1.freetv.fun/tv-tsentr-s-1.m3u8
418.72ms,云南卫视,https://stream1.freetv.fun/db3a0a73c90fdc8f86e527b0c2ff10fffe1813c3ad779aeac33e8df0a8bd575a.m3u8
418.72ms,[BD]东方卫视,https://stream1.freetv.fun/dong-fang-wei-shi-35.m3u8
418.75ms,福建新闻,https://stream1.freetv.fun/fu-jian-xin-wen-5.m3u8
418.75ms,广西卫视,http://110.80.17.38:9901/tsfile/live/0113_1.m3u8
418.76ms,湖北卫视咪咕,https://www.freetv.top/migu/738906825.m3u8?migutoken=959fce041a0fecbe0bdf2b300a4d13c986661650b877856aabade568eaf9f549143a65c212325030ca99ac119635c6c4daa7c93ba8863508e6aeef100965a31ae4a8152b02337aea453f42988d
418.77ms,[SD]rede vida,https://stream1.freetv.fun/rede-vida-1.m3u8
418.77ms,海南公共,https://stream1.freetv.fun/ipv6-hai-nan-gong-gong-8.m3u8
418.78ms,[BD]辽宁卫视,https://stream1.freetv.fun/liao-zhu-wei-shi-82.m3u8
418.78ms,[BD]mega news,https://stream1.freetv.fun/mega-news-1.m3u8
418.79ms,[SD]陕西卫视,https://stream1.freetv.fun/shan-xi-wei-shi-117.m3u8
418.79ms,[HD]saarland fernsehen 2,https://stream1.freetv.fun/saarland-fernsehen-2-1.m3u8
418.79ms,东南卫视,http://124.128.73.58:9901/tsfile/live/0137_1.m3u8?key=txiptv&playlive=1&authid=0
418.80ms,湖南|湖南国际,http://223.145.224.76:8000/udp/239.76.253.102:9000
418.80ms,[HD]bloomberg tv mongolia hd,https://stream1.freetv.fun/bloomberg-tv-mongolia-1.m3u8
418.81ms,[HD]trt haber tr,https://stream1.freetv.fun/trt-haber-tr-4.m3u8
418.81ms,[HD]mtv lbn,https://stream1.freetv.fun/mtv-lbn-38.m3u8
418.81ms,[HD]青海卫视,https://stream1.freetv.fun/qing-hai-wei-shi-47.m3u8
418.83ms,[BD]cctv5,https://stream1.freetv.fun/cctv5-26.m3u8
418.83ms,[BD]al arabiya business,https://stream1.freetv.fun/al-arabiya-business-1.m3u8
418.84ms,CCTV15,http://123.129.70.178:9901/tsfile/live/0015_1.m3u8
418.84ms,[HD]one tv lbn,https://stream1.freetv.fun/one-tv-lbn-431.m3u8
418.85ms,[VGA]cgtn documentary (576p) [not 24/7],https://stream1.freetv.fun/cgtn-documentary-3.m3u8
418.85ms,[BD]辽宁卫视,https://stream1.freetv.fun/liao-zhu-wei-shi-56.m3u8
418.86ms,[SD]哈哈炫动,https://stream1.freetv.fun/ha-ha-xuan-dong-31.m3u8
418.86ms,[HD]la c tv,https://stream1.freetv.fun/la-c-tv-2.m3u8
418.87ms,黑龙江影视,https://stream1.freetv.fun/ipv6-hei-long-jiang-ying-shi-3.m3u8
418.87ms,[BD]重庆卫视,https://stream1.freetv.fun/zhong-qing-wei-shi-85.m3u8
418.88ms,[BD]love nature,https://stream1.freetv.fun/love-nature-9.m3u8
418.88ms,宁夏卫视,http://171.8.168.116:8800/rtp/239.16.20.92:10920
418.89ms,CCTV10,http://219.135.180.210:18888/hls/10/index.m3u8
418.89ms,[HD]mtv lbn,https://stream1.freetv.fun/mtv-lbn-271.m3u8
418.89ms,CCTV8,http://59.48.75.130:3052/tsfile/live/0009_1.m3u8
418.91ms,辽宁卫视,http://124.128.73.58:9901/tsfile/live/0121_1.m3u8?key=txiptv&playlive=1&authid=0
418.92ms,[HD]mtv lbn,https://stream1.freetv.fun/mtv-lbn-557.m3u8
418.93ms,[HD]one tv lbn,https://stream1.freetv.fun/one-tv-lbn-214.m3u8
418.94ms,[7]메이,https://live.iill.top/soop/itsme1922
418.94ms,[HD]rede mais,https://stream1.freetv.fun/rede-mais-1.m3u8
418.94ms,[BD]江苏卫视,https://stream1.freetv.fun/jiang-su-wei-shi-15.m3u8
418.96ms,CCTV3,http://183.185.254.30:9999/tsfile/live/0003_1.m3u8?key=txiptv&playlive=1&authid=0
418.96ms,CCTV5,http://219.159.194.194:8181/tsfile/live/faacts/1130_1.m3u8?key=txiptv&playlive=1&authid=0
418.97ms,江苏卫视,http://223.145.224.76:8000/udp/239.76.246.181:1234
418.97ms,[HD]one tv lbn,https://stream1.freetv.fun/one-tv-lbn-557.m3u8
418.98ms,[HD]mtv lbn,https://stream1.freetv.fun/mtv-lbn-387.m3u8
418.98ms,深圳卫视,http://223.145.224.76:8000/udp/239.76.253.188:9000
418.98ms,[HD]23 abc (kero),https://stream1.freetv.fun/23-abc-2.m3u8
418.99ms,[BD]channel 7,https://stream1.freetv.fun/channel-7-1.m3u8
418.99ms,贵州卫视,https://epg.pw/stream/d2c8f70016aaf34de5f98ea9bc86e2ea0ba4e8f312f633bc26c05d0e825ccca0.m3u8
419.00ms,[BD]fast sports,https://stream1.freetv.fun/fast-sports-2.m3u8
419.00ms,[HD]canal sur andalucía 2,https://stream1.freetv.fun/canal-sur-andalucia-2-1.m3u8
419.01ms,[BD]江西卫视,https://stream1.freetv.fun/jiang-xi-wei-shi-77.m3u8
419.01ms,[BD]cctv14,https://stream1.freetv.fun/cctv14-66.m3u8
419.01ms,凤凰香港,https://stream1.freetv.fun/feng-huang-xiang-gang-3.m3u8
419.01ms,宁夏卫视,https://stream1.freetv.fun/db1a85e39841fd048eb88e1cf2b7d31072a4fb570cc8a723409dff45d4f482b7.m3u8
419.02ms,[VGA]ebs少儿,https://stream1.freetv.fun/ebsshao-er-1.m3u8
419.03ms,CCTV2,http://36.40.236.111:9999/tsfile/live/0002_1.m3u8?key=txiptv&playlive=1&authid=0
419.06ms,开化新闻综合,https://stream1.freetv.fun/kai-hua-xin-wen-zong-he-1.m3u8
419.08ms,[HD]abc tv (720p),https://stream1.freetv.fun/abc-tv-2.m3u8
419.08ms,湖北卫视,https://epg.pw/stream/3298477c4c8d437c353cadb2782404ba26df186e50ae7684666aa6670268fea8.m3u8
419.08ms,电影_盗墓,https://live.iill.top/huya/21059552
419.08ms,湖南娱乐,https://stream1.freetv.fun/hu-nan-yu-le-1.m3u8
419.10ms,[HD]厦门卫视,https://stream1.freetv.fun/sha-men-wei-shi-5.m3u8
419.12ms,[BD]cctv15,https://stream1.freetv.fun/cctv15-9.m3u8
419.12ms,东南卫视,https://stream1.freetv.fun/0c6abb0a6372c34c3280c58f0f9eac3b04a15f0b2b1b8d046d9d1a1d236c5ff8.m3u8
419.14ms,湖南卫视,http://223.145.224.76:8000/udp/239.76.253.101:9000
419.14ms,泰州一套新闻综合,https://stream1.freetv.fun/tai-zhou-yi-tao-xin-wen-zong-he-3.m3u8
419.14ms,湖南|湖南电影,http://223.145.224.76:8000/udp/239.76.245.119:1234
419.14ms,[HD]tv a,https://stream1.freetv.fun/tv-a-1.m3u8
419.15ms,[BD]东南卫视,https://stream1.freetv.fun/dong-nan-wei-shi-31.m3u8
419.15ms,[SD]AXN,https://stream1.freetv.fun/axn-5.m3u8
419.15ms,[HD]mtv lbn,https://stream1.freetv.fun/mtv-lbn-7.m3u8
419.16ms,[HD]thanh hóa,https://stream1.freetv.fun/thanh-hoa-1.m3u8
419.17ms,安徽卫视,http://106.46.147.208:10443/tsfile/live/0130_1.m3u8?key=txiptv&playlive=1&authid=0
419.17ms,佛山影视,https://stream1.freetv.fun/fo-shan-ying-shi-12.ctv
419.20ms,[SD]宁夏卫视,https://stream1.freetv.fun/zhu-xia-wei-shi-66.m3u8
419.20ms,[BD]经典香港电影,https://stream1.freetv.fun/jing-dian-xiang-gang-dian-ying-6.m3u8
419.20ms,动漫秀场,https://stream1.freetv.fun/ipv6-dong-man-xiu-chang-1.m3u8
419.20ms,西藏卫视,https://stream1.freetv.fun/6813e053b70cb87f76e097e1fcc36d4cc3eae132496555134d0f98b3fb717629.m3u8
419.22ms,[HD]mtv lbn,https://stream1.freetv.fun/mtv-lbn-540.m3u8
419.22ms,白白嫩嫩DJ,http://gcw.bdcdn.shoujiduoduo.com/201805/0247-477.mp4
419.22ms,湖北经视,https://stream1.freetv.fun/hu-bei-jing-shi-14.m3u8
419.23ms,黑龙江卫视,http://219.159.194.213:8181/tsfile/live/faacts/1103_1.m3u8?key=txiptv&playlive=1&authid=0
419.23ms,[BD]cctv4,https://stream1.freetv.fun/cctv4-34.m3u8
419.23ms,[BD]cctv2,https://stream1.freetv.fun/cctv2-22.m3u8
419.23ms,贵州电台音乐广播 FM91.6[0*0],http://ls.qingting.fm/live/23937.m3u8
419.24ms,山东体育,https://stream1.freetv.fun/shan-dong-ti-yu-23.m3u8
419.24ms,[HD]premiere hd,https://stream1.freetv.fun/premiere-1.m3u8
